index	#1 Label	#2 ImageID	#3 String	#3 String
994	2	134865.jpg	RT @ MajorCrimesTNT : Happy birthday , @ grahamPmartin ! RT and give $T$ a birthday shout - out !	Rusty
995	2	1107891.jpg	Good times at $T$ # CNYJFK RT @ KristySmorol : Look who I ran into on my early morning flight to NYC . @ BrandonRothCNY	JFK
996	1	1107891.jpg	Good times at JFK # CNYJFK RT @ KristySmorol : Look who I ran into on my early morning flight to $T$ . @ BrandonRothCNY	NYC
997	1	493777.jpg	The 12 top events to check out during $T$ : via @ torontodotcom	Panamania
998	1	31763.jpg	RT @ VeryOldPics : $T$ , 1962 amp 1969	Beatles
999	0	70899.jpg	Occupational hazard : $T$ takes a hit as he breaks up Oduya and Brown . Photos :	Linesman Derek Amell
1000	0	70899.jpg	Occupational hazard : Linesman Derek Amell takes a hit as he breaks up $T$ and Brown . Photos :	Oduya
1001	0	70899.jpg	Occupational hazard : Linesman Derek Amell takes a hit as he breaks up Oduya and $T$ . Photos :	Brown
1002	2	797970.jpg	RT @ MahaveerM : $T$ is Home 2 All Terrorists , Houses Them amp Gives THEM VIP treatment # ProudOfRAW	Pak
1003	2	483242.jpg	Saw Amazing views and combatted fears of heights from the top of the $T$ on a tour with @ citywonderstours	Eiffel Tower
1004	1	20631.jpg	RT @ ComplexPop : Actor $T$ turns 63 today .	David Hasselhoff
1005	1	74555.jpg	RT @ uoklasports : 17 Days Until $T$ # CountdowntoKickoff	Jukes
1006	2	1928637.jpg	RT @ MustangKings : How many will retweet for $T$	Paul Walker
1007	2	74249.jpg	Peace out $T$ # USA	Germany
1008	2	74249.jpg	Peace out Germany $T$	# USA
1009	1	1014176.jpg	RT @ EarthPix : $T$ , Queensland , Australia By Matt Glastonbury	Misson Beach
1010	1	1014176.jpg	RT @ EarthPix : Misson Beach , $T$ , Australia By Matt Glastonbury	Queensland
1011	1	1014176.jpg	RT @ EarthPix : Misson Beach , Queensland , $T$ By Matt Glastonbury	Australia
1012	1	1014176.jpg	RT @ EarthPix : Misson Beach , Queensland , Australia By $T$	Matt Glastonbury
1013	0	62651.jpg	RT @ CBSSports : $T$ has a new gameplan that can ' t miss . . .	David Blatt
1014	1	995927.jpg	RT @ TelegraphNews : $T$ snaps up new multi - million pound mansion in Hampstead	Jamie Oliver
1015	1	995927.jpg	RT @ TelegraphNews : Jamie Oliver snaps up new multi - million pound mansion in $T$	Hampstead
1016	0	73798.jpg	RT @ chicagotribune : Sign points to $T$ , Trump faceoff . ' The mayor thinks the sign is awful ' @ BlairKamin reports h	Emanuel
1017	0	73798.jpg	RT @ chicagotribune : Sign points to Emanuel , $T$ faceoff . ' The mayor thinks the sign is awful ' @ BlairKamin reports h	Trump
1018	1	128094.jpg	RT @ wkyc : $T$ : Police , humane officers raid dog - fighting ring via @ WKYC	Akron
1019	2	35327.jpg	RT @ ThislsAmazing : $T$	Woodstock
1020	1	66042.jpg	RT @ EntrepreneurQ : Managing by trying to be liked is the path to ruin $T$	Dick Costolo
1021	0	302030.jpg	RT @ ianbremmer : Still Looking for $T$	Putin
1022	2	1485776.jpg	RT @ BeUpHarryStyles : RT if you love $T$ Follow me i follow back	Liam Payne
1023	1	74576.jpg	RT @ skift : The Evolution of $T$ ' s @ PartsUnknownCNN	Anthony Bourdain
1024	2	1866671.jpg	RT @ SportsCenter : Have a 3rd quarter , $T$ Thompson . Thompson scores 37 of the Warriors 41 points in the 3rd quarter .	Klay
1025	2	1866671.jpg	RT @ SportsCenter : Have a 3rd quarter , Klay $T$ . Thompson scores 37 of the Warriors 41 points in the 3rd quarter .	Thompson
1026	2	1866671.jpg	RT @ SportsCenter : Have a 3rd quarter , Klay Thompson . $T$ scores 37 of the Warriors 41 points in the 3rd quarter .	Thompson
1027	1	1813464.jpg	RT @ Cmdr Hadfield : $T$ , one of the largest metropolitan areas on Earth - housing roughly the same population as Australia . http : . . .	Mexico City
1028	1	1813464.jpg	RT @ Cmdr Hadfield : Mexico City , one of the largest metropolitan areas on Earth - housing roughly the same population as $T$ . http : . . .	Australia
1029	1	736811.jpg	To read well is an act of dynamic receptivity that creates a profound exchange . $T$ # amwriting # writing	Mary Gaitskill
1030	2	161569.jpg	RT @ MakingOfs : $T$ on set with Annie Potts while filming Ghostbusters , circa 1983	Harold Ramis
1031	2	161569.jpg	RT @ MakingOfs : Harold Ramis on set with $T$ while filming Ghostbusters , circa 1983	Annie Potts
1032	1	161569.jpg	RT @ MakingOfs : Harold Ramis on set with Annie Potts while filming $T$ , circa 1983	Ghostbusters
1033	0	407410.jpg	$T$ has this message for Liverpool fans after difficult season .	Mario Balotelli
1034	1	407410.jpg	Mario Balotelli has this message for $T$ fans after difficult season .	Liverpool
1035	1	517356.jpg	RT @ geertwilderspvv : No more islam - from $T$ to The Netherlands ! # nomoreislam	Pakistan
1036	1	517356.jpg	RT @ geertwilderspvv : No more islam - from Pakistan to The $T$ ! # nomoreislam	Netherlands
1037	2	1132231.jpg	RT @ NiallOfficial : Look what I now have for tour ! Big love to $T$ for making them for me	Tortex
1038	1	1007628.jpg	RT @ SlyDude3677 : $T$ on the Supreme Court . . . . . # uniteblue # tcot # scotus # warren	Elizabeth Warren
1039	1	1007628.jpg	RT @ SlyDude3677 : Elizabeth Warren on the $T$ . . . . . # uniteblue # tcot # scotus # warren	Supreme Court
1040	1	1007628.jpg	RT @ SlyDude3677 : Elizabeth Warren on the Supreme Court . . . . . # uniteblue # tcot $T$	# scotus # warren
1041	1	90019.jpg	RT @ dreamteamfc : Still coming to terms with the fact that $T$ and Ibrahim Afellay are both 29 .	Charlie Adam
1042	1	90019.jpg	RT @ dreamteamfc : Still coming to terms with the fact that Charlie Adam and $T$ are both 29 .	Ibrahim Afellay
1043	2	67345.jpg	RT @ Bipartisanism : $T$ and Barack Obama are the only two presidents in 50 years to reduce the deficit . # tcot	Bill Clinton
1044	2	67345.jpg	RT @ Bipartisanism : Bill Clinton and $T$ are the only two presidents in 50 years to reduce the deficit . # tcot	Barack Obama
1045	1	675016.jpg	RT @ oldpicsarchive : $T$ plays for his wife in Giza ( 1961 )	Louis Armstrong
1046	1	675016.jpg	RT @ oldpicsarchive : Louis Armstrong plays for his wife in $T$ ( 1961 )	Giza
1047	1	32490.jpg	RT @ Goon Aaron : $T$ would be happy if this happened in fast 7	Paul walker
1048	1	32490.jpg	RT @ Goon Aaron : Paul walker would be happy if this happened in $T$	fast 7
1049	2	1402345.jpg	Meet $T$ tomorrow at the next @ ewomennetwork NYC event ! https : t . co GWovTFggbP	Lisa Nichols
1050	1	1402345.jpg	Meet Lisa Nichols tomorrow at the next @ ewomennetwork $T$ event ! https : t . co GWovTFggbP	NYC
1051	2	503468.jpg	Good morning from $T$ !	Az
1052	1	1319942.jpg	RT @ DrEdwardG : Lonely boat by $T$	Peter Zajfrid
1053	1	1134147.jpg	RT @ ADPS911 : . @ Medic PipeBand entertain the $T$ gala attendees before dinner . # PCCconf	PCC
1054	2	1311544.jpg	RT @ hahnsmith : $T$ enjoying his first morning at the lake .	Minnie
1055	1	34879.jpg	RT @ Esthermccarthy : The new $T$ landscape is starting to look a lot like Maggie Simpson # GE2015	UK
1056	1	34879.jpg	RT @ Esthermccarthy : The new UK landscape is starting to look a lot like $T$ # GE2015	Maggie Simpson
1057	1	1073787.jpg	RT @ EAMaddenNFL : $T$ SPIKE # INDvsNE	GRONK
1058	1	1945544.jpg	RT @ WW 1Dupdates : the boys on stage tonight in $T$ , Norway ! # 11	Oslo
1059	1	1945544.jpg	RT @ WW 1Dupdates : the boys on stage tonight in Oslo , $T$ ! # 11	Norway
1060	1	1042724.jpg	RT @ Aldy 47 : My Little big sis on the box doing makeup on $T$ on the show work experience . @ aldridgeMUA # greatMUA . . .	Jason Gardiner
1061	1	544997.jpg	RT @ coolestpicshq : $T$ City Skyline Evolution	New York
1062	1	414117.jpg	A Beautiful Girl does $T$ , hope this happens in # MalaysiaTrulyAsia one day too . # MyFest2015 # food # ttot	Teh Tarik
1063	2	122619.jpg	$T$ versions of @ GordonRamsay shows are so much better than the Fox ones . # bloddywelldone	BBC
1064	0	122619.jpg	BBC versions of @ GordonRamsay shows are so much better than the $T$ ones . # bloddywelldone	Fox
1065	1	74581.jpg	RT @ BBCNewsAsia : Journalists in $T$ pay tribute to Sardar Ahmad , AFP reporter killed in Taliban attack http	# Afghanistan
1066	0	74581.jpg	RT @ BBCNewsAsia : Journalists in # Afghanistan pay tribute to $T$ , AFP reporter killed in Taliban attack http	Sardar Ahmad
1067	0	74581.jpg	RT @ BBCNewsAsia : Journalists in # Afghanistan pay tribute to Sardar Ahmad , AFP reporter killed in $T$ attack http	Taliban
1068	2	128777.jpg	RT @ TheStalwart : THE $T$ SURVIVES	UNITED KINGDOM
1069	0	127557.jpg	RT @ Recode : $T$ formally files plan to split up by @ ahess247	Hewlett - Packard
1070	2	62671.jpg	RT @ BusbyBulletin : $T$ with a classy message to the fans to thank them for their support . Second to last line is brilliant . # MUFC ht	Tom Thorpe
1071	2	62671.jpg	RT @ BusbyBulletin : Tom Thorpe with a classy message to the fans to thank them for their support . Second to last line is brilliant . $T$ ht	# MUFC
1072	1	73432.jpg	I don ' t think there ' s much of a wait for a gate in $T$ , Maine	Bangor
1073	1	73432.jpg	I don ' t think there ' s much of a wait for a gate in Bangor , $T$	Maine
1074	1	1813380.jpg	Anyone know what this bush with the red berries is ? In $T$ .	Austin
1075	0	969856.jpg	RT @ ThirtySecFights : $T$ looks wild	Baltimore
1076	1	15835.jpg	RT @ GoRogerFederer : Goodbye $T$ . . . # FedererTwins	Paris
1077	2	93536.jpg	The $T$ is one of my favorite characters in D . O . A . ( 1950 ) . # 31DaysOfTCMFF # tcmff # EdmondOBrien @ tcm	Bradbury Building
1078	0	410665.jpg	RT @ sounderatheart : That $T$ stomp on Clint Dempsey was pretty ugly	Marcelo Sarvas
1079	1	410665.jpg	RT @ sounderatheart : That Marcelo Sarvas stomp on $T$ was pretty ugly	Clint Dempsey
1080	1	93327.jpg	RT @ ross rlz : $T$ originated the role of Nathan Detroit on the stage . # TCMParty	Sam Levene
1081	1	93327.jpg	RT @ ross rlz : Sam Levene originated the role of $T$ on the stage . # TCMParty	Nathan Detroit
1082	1	1706439.jpg	RT @ History Pics : Today in 1953 : The coronation of Queen $T$ took place in Westminster Abbey , London .	Elizabeth II
1083	1	1706439.jpg	RT @ History Pics : Today in 1953 : The coronation of Queen Elizabeth II took place in $T$ , London .	Westminster Abbey
1084	1	1706439.jpg	RT @ History Pics : Today in 1953 : The coronation of Queen Elizabeth II took place in Westminster Abbey , $T$ .	London
1085	2	980945.jpg	$T$ looking great for his wedding day today . Dressed and fitted by Black Tie Formalwear . # wedding # tux	Eric Afable
1086	2	980945.jpg	Eric Afable looking great for his wedding day today . Dressed and fitted by $T$ . # wedding # tux	Black Tie Formalwear
1087	2	449792.jpg	RT @ SouthPark : Check out the new $T$ shirts in the Shop !	Randy
1088	1	1855393.jpg	RT @ PATTERNITWEET : $T$ Photo by Sean Woodrow amp David Corns	TOAST SETTING
1089	1	1855393.jpg	RT @ PATTERNITWEET : TOAST SETTING Photo by $T$ amp David Corns	Sean Woodrow
1090	1	1855393.jpg	RT @ PATTERNITWEET : TOAST SETTING Photo by Sean Woodrow amp $T$	David Corns
1091	0	1931560.jpg	RT @ FootyHumour : Sums up $T$ in this World Cup .	Argentina
1092	1	1931560.jpg	RT @ FootyHumour : Sums up Argentina in this $T$ .	World Cup
1093	2	20162.jpg	RT @ RTGIFS : $T$ puts it down ! !	David Robinson
1094	2	515969.jpg	I love animals , so nice to see them getting along ! Here are our dogs , $T$ and Salem , laying together @ ELM LiveWire	Greek
1095	2	515969.jpg	I love animals , so nice to see them getting along ! Here are our dogs , Greek and $T$ , laying together @ ELM LiveWire	Salem
1096	1	705468.jpg	Principal Clif Alexander teaching students at $T$ to # NeverForget 9 11	Six Mile Elementary
1097	1	46143.jpg	RT @ HuffingtonPost : A $T$ donut hot dog covered in bacon now exists	Krispy Kreme
1098	0	1026603.jpg	$T$ refugee kids locked up in # Egypt police stations get skin diseases due to horrid conditions amp no natural light	# Syria
1099	0	1026603.jpg	# Syria refugee kids locked up in $T$ police stations get skin diseases due to horrid conditions amp no natural light	# Egypt
1100	1	1116776.jpg	Of course Tesla has a solar camera battery to document their $T$ buildout Video	Gigafatory
1101	2	21499.jpg	RT @ Glamberttt : I think that $T$ and Sauli are having fun right now at their bedroom , a lot of fun . . . Morning sex D . . . . . .	Adam
1102	2	21499.jpg	RT @ Glamberttt : I think that Adam and $T$ are having fun right now at their bedroom , a lot of fun . . . Morning sex D . . . . . .	Sauli
1103	1	67580.jpg	RT @ CoachellaFSHN : $T$ and Halsey	Lido
1104	1	67580.jpg	RT @ CoachellaFSHN : Lido and $T$	Halsey
1105	1	48522.jpg	No one has ever become poor by giving . $T$	Anne Frank
1106	2	231261.jpg	Quick ! Last day to grab our Exclusive SpaceCadet Project Bags by $T$ !	Knerd
1107	1	154572.jpg	ICYMI : $T$ Ships Undertook # InnocentPassage In U . S . Territorial Waters ( STORY )	Chinese Navy
1108	1	111598.jpg	. @ EMCIsilon is a scale - out standout in the latest $T$ report :	Gartner
1109	2	1995426.jpg	Pretty , minimalist fashion illustrations by $T$	Tobie Giddio
1110	1	74039.jpg	RT @ SportsCenter : Intense . . . $T$ and Bethe Correia are ready for UFC 190 .	Ronda Rousey
1111	1	74039.jpg	RT @ SportsCenter : Intense . . . Ronda Rousey and $T$ are ready for UFC 190 .	Bethe Correia
1112	1	74039.jpg	RT @ SportsCenter : Intense . . . Ronda Rousey and Bethe Correia are ready for $T$ 190 .	UFC
1113	0	1837247.jpg	RT @ eyeonnewroc : $T$ state thruway	New york
1114	0	94307.jpg	$T$ , RIP . # PenicillinonCotton	Tim Dog
1115	1	49676.jpg	RT @ rabbleca : $T$ plans to privatize First Nations water services . WHY ? # cdnpoli	Harper
1116	1	49676.jpg	RT @ rabbleca : Harper plans to privatize $T$ water services . WHY ? # cdnpoli	First Nations
1117	2	1289558.jpg	Shhh ! ! ! $T$ is sleeping ! ! ! Lol	Ralph
1118	1	128037.jpg	RT @ TheKOQ : Look what they bought me at $T$ ! - Arthur # SwitchSitters # TheKingofQueens	Radio Shack
1119	1	1285073.jpg	Yes , indeed , we have a sloth . He lives in the $T$ while his home is being renovated . Photo by Marianne Hale	Lion House
1120	1	1285073.jpg	Yes , indeed , we have a sloth . He lives in the Lion House while his home is being renovated . Photo by $T$	Marianne Hale
1121	1	729176.jpg	RT @ revbillytalen : At 10 : 56 pm $T$ on July 20 , 1969 , Neil Armstrong stepped onto the moon .	ET
1122	1	529322.jpg	RT @ MMDA : LIVE : # MMShakeDrill Simulated Helicopter Rescue at $T$ .	ASEANA Command Center
1123	2	74728.jpg	RT @ warriors : $T$ ' s so good , even Kanye smiles . # MVP	Steph Curry
1124	2	74728.jpg	RT @ warriors : Steph Curry ' s so good , even $T$ smiles . # MVP	Kanye
1125	2	74728.jpg	RT @ warriors : Steph Curry ' s so good , even Kanye smiles . $T$	# MVP
1126	0	237510.jpg	Worst part about being in $T$ , everyone knows where I live . Also , everyone knows that we get free PPV .	HEB
1127	1	74657.jpg	This is why I ' m the favorite child . . . Cause I bring lunch to @ AimeeRNqt all the way in $T$	Stockton
1128	2	2134295.jpg	A beautiful night time photo of the $T$ in Sydney Australia . ( Photo by Glen Anderson ) # Travel	Sydney Opera house
1129	1	2134295.jpg	A beautiful night time photo of the Sydney Opera house in $T$ . ( Photo by Glen Anderson ) # Travel	Sydney Australia
1130	1	2134295.jpg	A beautiful night time photo of the Sydney Opera house in Sydney Australia . ( Photo by $T$ ) # Travel	Glen Anderson
1131	1	1108788.jpg	RT @ wcaleb : Found in papers of historian $T$ .	Barnes Lathrop
1132	1	829694.jpg	RT @ SubculturedArts : Underwater Study 2826 by $T$ @ HowardSchatz1	Howard Schatz
1133	1	1034000.jpg	Got the # teas like $T$ ?	Jagger
1134	1	35049.jpg	RT @ businessinsider : Online shopping has arrived in $T$	North Korea
1135	1	955705.jpg	RT @ LoganLerman : Last day of shooting on $T$ .	Percy Jackson 2
1136	0	517436.jpg	RT @ geertwilderspvv : ISIS - execution in $T$ . # thugs # nomoreislam	Palmyra
1137	1	507852.jpg	# Twinning with @ PeteWeberSports on # HockeyFightsCancer night in $T$ . @ nhlties	Nashville
1138	2	67792.jpg	RT @ GuardianUS : $T$ and YouTube now make up a majority of US internet traffic . See for yourself :	Netflix
1139	2	67792.jpg	RT @ GuardianUS : Netflix and $T$ now make up a majority of US internet traffic . See for yourself :	YouTube
1140	1	67792.jpg	RT @ GuardianUS : Netflix and YouTube now make up a majority of $T$ internet traffic . See for yourself :	US
1141	2	464371.jpg	Thank you @ MISSOR2013 $T$ for an outstanding year of service ! Allison crowns # MissOR2014 this weekend .	Allison Cook
1142	2	464371.jpg	Thank you @ MISSOR2013 Allison Cook for an outstanding year of service ! $T$ crowns # MissOR2014 this weekend .	Allison
1143	0	607369.jpg	RT @ extra3 : # JesuisSepp und $T$ . # Blatter # BlatterOut # FIFA	Bernie
1144	0	607369.jpg	RT @ extra3 : # JesuisSepp und Bernie . $T$ # BlatterOut # FIFA	# Blatter
1145	1	1007125.jpg	RT @ UKenyatta : With the new Inspector General of Police , $T$ .	Joseph Boinett
1146	1	1772642.jpg	RT @ Phrases Cultes : $T$ .	Martin Luther King
1147	2	541490.jpg	What a lark ! Filming Mrs . $T$ documentary at British Library for their online collection .	Dalloway
1148	1	541490.jpg	What a lark ! Filming Mrs . Dalloway documentary at $T$ for their online collection .	British Library
1149	1	157622.jpg	gt lt gt The thief comes only to # steal and kill and # destroy . $T$ 10 : 10a ESV	John
1150	2	517291.jpg	RT @ RoyalTramps : Why we love $T$ ! His Bold words . . . . .	Karl
1151	1	791319.jpg	Oil Drops Sharply as $T$ Expects Inventories to Rise - via @ YahooFinance	IEA
1152	1	71407.jpg	RT @ BuzzFeed : $T$ Player ' s Daughter Writes Adorable Letter Asking Team To Trade For Him So He Can Come Home	NHL
1153	1	722440.jpg	RT @ mattcawby : $T$ B - 2481 departing Paine Field on a short VFR flight	Air China 747 - 8i
1154	1	722440.jpg	RT @ mattcawby : Air China 747 - 8i B - 2481 departing Paine Field on a short $T$ flight	VFR
